Fonds;"Immobilie
Numer";"Immobilie
Bezeichnung";GARBE Niederlassung;;Mieteinheit;Art;Stockwerk;Anzahl Stellplätze;Fläche;;Lease ID;Mietername;Mietbeginn;vereinbartes Vertragsende;Vertragsende (Kündigung);tatsächliches Vertragsende;Sonderkündigung Frist;Sonderkündigung zum;Kündigung Frist;Kündigung zum;Laufzeit Option;Frist Optionsziehung;MV-Ende nach Optionsziehung;Anzahl weiterer Optionen;maximale Mietlaufzeit;WAULT;WAULB;WAULE;;Jahresnettomiete;Nettomiete;Investitionsmiete;Ende mietfreie Zeit;Betrag mietfreie Zeit;Marktmiete;AM-ERV;Potenzial;Nettomiete;Marktmiete;AM-ERV;;NKVZ;NK-Pauschale;NKVZ;NK-Pauschale;Gesamtnettomiete;Gesamtnettomiete;Mieter UST-pflichtig;;proz. Mieterhöhung;Erhöhungs-Prozentsatz;nächste Erhöhung;Erhöhungszyklen;;Indexmieterhöhung;Wertsicherung Art;Schwellwert;Datum;Weitergabe;Green Lease
;;;;;;;;Stück;m²;;;;;;;;;;;;Monate;;;;;Jahre;Jahre;Jahre;;€/Jahr;€/Mt;€/Mt;;€/Mt;€/Mt;€/Mt;%;€/m²/a;€/m²/a;€/m²/a;;€/Mt;€/Mt;€/m²/a;€/m²/a;€/Mt;€/m²/a;;;;;;;;;;;;%;
GLIFPLUSIII;7103;Buggingen;;;30000;Empore/Mezzanine;EG;;492;;7103.00001;SLG Kunststoff GmbH;01.01.2021;31.12.2030;;31.12.2030;;;;;60;31.12.2029;31.12.2035;1;31.12.2040;4.69;;;;21'907;1'826;;;;1'721;1'795;-5.7%;44.55;42.00;43.80;;0;;0.00;;1'826;44.55;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GLIFPLUSIII;7103;Buggingen;;;50000;Stellplätze;EG;61;;;7103.00001;SLG Kunststoff GmbH;01.01.2021;31.12.2030;;31.12.2030;;;;;60;31.12.2029;31.12.2035;1;31.12.2040;4.69;;;;21'330;1'778;;;;0;1'702;-100.0%;;;;;;;;;1'778;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GLIFPLUSIII;7103;Buggingen;;;50001;Stellplätze;EG;2;;;7103.00001;SLG Kunststoff GmbH;01.01.2021;31.12.2030;;31.12.2030;;;;;60;31.12.2029;31.12.2035;1;31.12.2040;4.69;;;;979;82;;;;0;78;-100.0%;;;;;;;;;82;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
7103 - Buggingen, Breitenweg 35;;;;;;;;63;11'871;;;;;;;;;;;;;;;;;4.75;;;;1'025'929;85'494;;;;80'172;83'927;-6.2%;86.42;81.04;84.84;;5'907;;5.97;;91'401;92.39;100.00%;;;;;;;;;;;;
GLIFPLUSIII;7104;Burscheid;;;11000;Halle;EG;;7'662;;7104.00003;BGS technic KG;12.01.2022;31.01.2032;;31.01.2032;;;;;60;31.01.2031;31.01.2037;0;31.01.2037;5.78;;;;475'544;39'629;;;;44'058;38'974;11.2%;62.06;69.00;61.04;;6'933;;10.86;;46'562;72.92;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GLIFPLUSIII;7104;Burscheid;;;12000;Empore/Mezzanine;EG;;797;;7104.00003;BGS technic KG;12.01.2022;31.01.2032;;31.01.2032;;;;;60;31.01.2031;31.01.2037;0;31.01.2037;5.78;;;;26'395;2'200;;;;2'710;2'163;23.2%;33.12;40.80;32.57;;721;;10.86;;2'921;43.98;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GLIFPLUSIII;7104;Burscheid;;;21100;Büro;EG;;290;;7104.00003;BGS technic KG;12.01.2022;31.01.2032;;31.01.2032;;;;;60;31.01.2031;31.01.2037;0;31.01.2037;5.78;;;;28'862;2'405;;;;2'606;2'365;8.4%;99.67;108.00;98.02;;262;;10.86;;2'667;110.53;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GLIFPLUSIII;7104;Burscheid;;;50003;Stellplätze;EG;23;;;7104.00003;BGS technic KG;12.01.2022;31.01.2032;;31.01.2032;;;;;60;31.01.2031;31.01.2037;0;31.01.2037;5.78;;;;3'508;292;;;;0;288;-100.0%;;;;;;;;;292;;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GLIFPLUSIII;7104;Burscheid;;;50004;Stellplätze;EG;1;;;7104.00003;BGS technic KG;12.01.2022;31.01.2032;;31.01.2032;;;;;60;31.01.2031;31.01.2037;0;31.01.2037;5.78;;;;445;37;;;;0;36;-100.0%;;;;;;;;;37;;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GLIFPLUSIII;7104;Burscheid;;;70001;Sonstige;EG;;;;7104.00003;BGS technic KG;12.01.2022;31.01.2032;;31.01.2032;;;;;60;31.01.2031;31.01.2037;0;31.01.2037;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIFPLUSIII;7104;Burscheid;;;11001;Halle;EG;;11'594;;7104.00001;Edelmann Burscheid GmbH;14.12.2021;31.12.2051;;31.12.2051;31.12.2040;31.12.2041;;;;;;0;;25.69;;;;759'369;63'281;;;;66'663;51'874;5.3%;65.50;69.00;53.69;;9'025;;9.34;;72'306;74.84;1;;false;;;;;true;Datum;;01.09.2026;100%;0
GLIFPLUSIII;7104;Burscheid;;;20001;Büro;EG;;2'323;;7104.00001;Edelmann Burscheid GmbH;14.12.2021;31.12.2051;;31.12.2051;31.12.2040;31.12.2041;;;;;;0;;25.69;;;;237'964;19'830;;;;20'905;19'366;5.4%;102.45;108.00;100.05;;1'808;;9.34;;21'638;111.79;1;;false;;;;;true;Datum;;01.09.2026;100%;0
GLIFPLUSIII;7104;Burscheid;;;50001;Stellplätze;EG;118;;;7104.00001;Edelmann Burscheid GmbH;14.12.2021;31.12.2051;;31.12.2051;31.12.2040;31.12.2041;;;;;;0;;25.69;;;;19'527;1'627;;;;0;1'588;-100.0%;;;;;;;;;1'627;;1;;false;;;;;true;Datum;;01.09.2026;100%;0
GLIFPLUSIII;7104;Burscheid;;;50002;Stellplätze;EG;2;;;7104.00001;Edelmann Burscheid GmbH;14.12.2021;31.12.2051;;31.12.2051;31.12.2040;31.12.2041;;;;;;0;;25.69;;;;492;41;;;;0;40;-100.0%;;;;;;;;;41;;1;;false;;;;;true;Datum;;01.09.2026;100%;0
GLIFPLUSIII;7104;Burscheid;;;91001;Sonstige;;;;;7104.00002;Pace Photovoltaik 2 GmbH;01.12.2021;31.12.2041;;31.12.2041;;;;;60;31.03.2041;31.12.2046;1;31.12.2051;15.69;;;;7'499;625;;;;0;596;-100.0%;;;;;;;;;625;;1;;false;;;;;true;Schwelle;5.00%;;80%;0
7104 - Burscheid, Straßerhof 34;;;;;;;;144;22'665;;;;;;;;;;;;;;;;;18.81;;;;1'559'603;129'967;;;;136'941;117'290;5.4%;68.81;72.50;62.10;;18'750;;9.93;;148'717;78.74;100.00%;;;;;;;;;;;;
GLIFPLUSIII;7105;Walsrode;;;11000;Halle;EG;;41'254;;7105.00001;hagebau Logistik GmbH & Co. KG;01.04.2022;31.03.2032;;31.03.2032;;;;;60;28.02.2031;31.03.2037;2;31.03.2047;5.94;;;;1'431'582;119'298;;;;220'709;117'449;85.0%;34.70;64.20;34.16;;15'995;;4.65;;135'294;39.35;1;;false;;;;;true;Datum;;01.04.2026;75%;0
GLIFPLUSIII;7105;Walsrode;;;21000;Büro;EG;;1'538;;7105.00001;hagebau Logistik GmbH & Co. KG;01.04.2022;31.03.2032;;31.03.2032;;;;;60;28.02.2031;31.03.2037;2;31.03.2047;5.94;;;;150'717;12'560;;;;13'457;12'365;7.1%;98.00;105.00;96.48;;596;;4.65;;13'156;102.65;1;;false;;;;;true;Datum;;01.04.2026;75%;0
GLIFPLUSIII;7105;Walsrode;;;50000;Stellplätze;EG;122;;;7105.00001;hagebau Logistik GmbH & Co. KG;01.04.2022;31.03.2032;;31.03.2032;;;;;60;28.02.2031;31.03.2037;2;31.03.2047;;;;;;;;;;;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIFPLUSIII;7105;Walsrode;;;50001;Stellplätze;EG;20;;;7105.00001;hagebau Logistik GmbH & Co. KG;01.04.2022;31.03.2032;;31.03.2032;;;;;60;28.02.2031;31.03.2037;2;31.03.2047;;;;;;;;;;;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIFPLUSIII;7105;Walsrode;;;91000;Sonstige;;;;;7105.00002;PACE Photovoltaik 2 GmbH;01.04.2022;31.12.2042;;31.12.2042;;;;;60;31.03.2042;31.12.2047;1;31.12.2052;16.69;;;;15'453;1'288;;;;;1'288;-100.0%;;;;;;;;;1'288;;1;;false;;;;;true;Schwelle;5.00%;;80%;0
7105 - Walsrode, Große Schneede 15;;;;;;;;142;42'792;;;;;;;;;;;;;;;;;6.05;;;;1'597'752;133'146;;;;234'166;131'101;75.9%;37.34;65.67;36.76;;16'592;;4.65;;149'738;41.99;100.00%;;;;;;;;;;;;
GLIFPLUSIII;7109;Magdeburg;;;11001;Halle;EG;;10'391;;7109.00003;BLG Handelslogistik GmbH & Co. KG;16.06.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;463'285;38'607;;;;43'123;37'221;11.7%;44.58;49.80;42.98;;8'855;;10.23;;47'462;54.81;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;13001;Halle;EG;;10'375;;7109.00003;BLG Handelslogistik GmbH & Co. KG;16.06.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;464'321;38'693;;;;43'057;37'304;11.3%;44.75;49.80;43.15;;8'841;;10.23;;47'534;54.98;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;15001;Halle;EG;;10'255;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;457'687;38'141;;;;42'558;36'771;11.6%;44.63;49.80;43.03;;8'739;;10.23;;46'879;54.86;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;16001;Halle;EG;;10'265;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;457'979;38'165;;;;42'599;36'795;11.6%;44.62;49.80;43.01;;8'747;;10.23;;46'912;54.84;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;17001;Halle;EG;;10'395;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;463'691;38'641;;;;43'139;37'254;11.6%;44.61;49.80;43.01;;8'858;;10.23;;47'499;54.83;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;18001;Halle;EG;;10'395;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;463'691;38'641;;;;43'140;37'254;11.6%;44.61;49.80;43.01;;8'858;;10.23;;47'499;54.83;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;21001;Büro;EG;;91;;7109.00003;BLG Handelslogistik GmbH & Co. KG;16.06.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;10'309;859;;;;731;828;-14.9%;112.79;96.00;108.74;;78;;10.22;;937;123.02;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;21101;Büro;1. OG;;412;;7109.00003;BLG Handelslogistik GmbH & Co. KG;16.06.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;46'268;3'856;;;;3'295;3'717;-14.5%;112.34;96.00;108.31;;351;;10.23;;4'207;122.56;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;23001;Büro;EG;;103;;7109.00003;BLG Handelslogistik GmbH & Co. KG;16.06.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;11'794;983;;;;823;948;-16.3%;114.66;96.00;110.54;;88;;10.23;;1'070;124.88;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;25001;Büro;EG;;112;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;12'579;1'048;;;;897;1'011;-14.4%;112.19;96.00;108.16;;96;;10.23;;1'144;122.41;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;25101;Büro;1. OG;;414;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;45'245;3'770;;;;3'313;3'635;-12.1%;109.24;96.00;105.32;;353;;10.23;;4'123;119.47;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;26001;Büro;EG;;99;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;11'131;928;;;;788;894;-15.0%;112.95;96.00;108.90;;84;;10.23;;1'012;123.18;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;26101;Büro;1. OG;;408;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;45'245;3'770;;;;3'267;3'635;-13.4%;110.80;96.00;106.82;;348;;10.23;;4'118;121.02;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;27001;Büro;EG;;89;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;10'036;836;;;;715;806;-14.5%;112.34;96.00;108.30;;76;;10.23;;912;122.56;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;27101;Büro;1. OG;;413;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;46'589;3'882;;;;3'301;3'743;-15.0%;112.91;96.00;108.85;;352;;10.23;;4'234;123.13;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;28001;Büro;EG;;89;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;10'036;836;;;;713;806;-14.8%;112.64;96.00;108.60;;76;;10.23;;912;122.87;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;28101;Büro;1. OG;;411;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;46'351;3'863;;;;3'284;3'724;-15.0%;112.91;96.00;108.85;;350;;10.23;;4'212;123.13;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;33101;Empore/Mezzanine;1. OG;;414;;7109.00003;BLG Handelslogistik GmbH & Co. KG;16.06.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;12'492;1'041;;;;889;1'004;-14.6%;30.20;25.80;29.12;;352;;10.23;;1'394;40.42;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;50003;Stellplätze;EG;256;;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;16'804;1'400;;;;1'700;1'352;21.4%;;;;;0;;;;1'400;;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;50004;Stellplätze;EG;49;;;7109.00003;BLG Handelslogistik GmbH & Co. KG;07.07.2022;31.07.2027;;31.07.2027;;;;;60;31.07.2026;31.07.2032;0;31.07.2032;1.28;;;;12'865;1'072;;;;325;1'034;-69.7%;;;;;0;;;;1'072;;1;;false;;;;;true;Datum;;01.08.2026;90%;0
GLIFPLUSIII;7109;Magdeburg;;;12001;Halle;EG;;10'474;;7109.00001;EDEKA Handelsgesellschaft;12.10.2021;31.10.2031;;31.10.2031;;;;;60;31.10.2030;31.10.2036;0;31.10.2036;5.53;;;;399'523;33'294;;;;43'465;32'198;30.6%;38.15;49.80;36.89;;8'076;;9.25;;41'370;47.40;1;;false;;;;;true;Datum;;01.11.2026;75%;0
GLIFPLUSIII;7109;Magdeburg;;;14001;Halle;EG;;10'454;;7109.00001;EDEKA Handelsgesellschaft;12.10.2021;31.10.2031;;31.10.2031;;;;;60;31.10.2030;31.10.2036;0;31.10.2036;5.53;;;;398'784;33'232;;;;43'385;32'138;30.6%;38.15;49.80;36.89;;8'061;;9.25;;41'293;47.40;1;;false;;;;;true;Datum;;01.11.2026;75%;0
GLIFPLUSIII;7109;Magdeburg;;;22001;Büro;EG;;276;;7109.00001;EDEKA Handelsgesellschaft;12.10.2021;31.10.2031;;31.10.2031;;;;;60;31.10.2030;31.10.2036;0;31.10.2036;5.53;;;;26'493;2'208;;;;2'210;2'135;0.1%;95.90;96.00;92.75;;213;;9.25;;2'421;105.16;1;;false;;;;;true;Datum;;01.11.2026;75%;0
GLIFPLUSIII;7109;Magdeburg;;;50001;Stellplätze;EG;40;;;7109.00001;EDEKA Handelsgesellschaft;12.10.2021;31.10.2031;;31.10.2031;;;;;60;31.10.2030;31.10.2036;0;31.10.2036;5.53;;;;2'539;212;;;;266;205;25.5%;;;;;0;;;;212;;1;;false;;;;;true;Datum;;01.11.2026;75%;0
GLIFPLUSIII;7109;Magdeburg;;;50002;Stellplätze;EG;15;;;7109.00001;EDEKA Handelsgesellschaft;12.10.2021;31.10.2031;;31.10.2031;;;;;60;31.10.2030;31.10.2036;0;31.10.2036;5.53;;;;3'812;318;;;;100;307;-68.6%;;;;;0;;;;318;;1;;false;;;;;true;Datum;;01.11.2026;75%;0
GLIFPLUSIII;7109;Magdeburg;;;50005;Stellplätze;EG;224;;;7109.L0001;LEERSTAND;05.07.2022;;;;;;;;;;;0;;;;;;;;;;;1'487;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIFPLUSIII;7109;Magdeburg;;;91001;Sonstige;;;;;7109.00002;PACE Photovoltaik 2 GmbH;11.10.2021;31.12.2042;;31.12.2042;;;;;60;31.03.2041;31.12.2046;1;31.12.2051;16.69;;;;15'379;1'282;;;;;;-100.0%;;;;;;;;;1'282;;1;;false;;;;;true;Schwelle;5.00%;;80%;0
GLIFPLUSIII;7109;Magdeburg;;;92001;Sonstige;;;;;7109.00004;PACE Photovoltaik 2 GmbH;05.07.2022;31.12.2042;;31.12.2042;;;;;60;31.03.2042;31.12.2047;1;31.12.2052;16.69;;;;16'701;1'392;;;;;;-100.0%;;;;;;;;;1'392;;1;;false;;;;;true;Schwelle;5.00%;;80%;0
7109 - Sülzetal, Magdeburg, Appendorfer Weg 8;;;;;;;;584;86'335;;;;;;;;;;;;;;;;;2.29;;;;3'971'631;330'969;;;;372'570;316'718;12.6%;46.00;51.79;44.02;;71'850;;9.99;;402'819;55.99;100.00%;;;;;;;;;;;;
GLIF;711;Neuwied;Köln;;10000;Halle;EG;;23'540;;711.00002;Amazon Deutschland W2 Transport GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;60;31.03.2028;31.03.2034;0;31.03.2034;2.94;;;;1'323'183;110'265;;;;110'167;100'045;-0.1%;56.21;56.16;51.00;;15'036;;7.66;;125'301;63.87;1;;false;;;;;true;Datum;;01.04.2026;80%;0
GLIF;711;Neuwied;Köln;;20000;Büro;EG;;1'510;;711.00002;Amazon Deutschland W2 Transport GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;60;31.03.2028;31.03.2034;0;31.03.2034;2.94;;;;139'671;11'639;;;;11'733;9'815;0.8%;92.50;93.24;78.00;;964;;7.66;;12'604;100.16;1;;false;;;;;true;Datum;;01.04.2026;80%;0
GLIF;711;Neuwied;Köln;;50000;Stellplätze;EG;153;;;711.00002;Amazon Deutschland W2 Transport GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;60;31.03.2028;31.03.2034;0;31.03.2034;;;;;0;0;;;;2'678;0;;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIF;711;Neuwied;Köln;;55000;Stellplätze;EG;26;;;711.00002;Amazon Deutschland W2 Transport GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;60;31.03.2028;31.03.2034;0;31.03.2034;;;;;0;0;;;;455;0;;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
711 - Neuwied, Rudolf-Diesel-Straße 2;;;;;;;;179;25'050;;;;;;;;;;;;;;;;;2.94;;;;1'462'855;121'905;;;;125'032;109'860;2.6%;58.40;59.90;52.63;;16'000;;7.66;;137'905;66.06;100.00%;;;;;;;;;;;;
GLIF;712;Wunstorf, Adolf-Oesterheld-Str. 32;Hamburg;;10000;Halle;EG;;24'845;;712.00001;Amazon Deutschland N6 Transport GmbH;01.04.2019;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;0;31.03.2036;4.94;;;;1'343'504;111'959;;;;130'436;110'109;16.5%;54.08;63.00;53.18;;16'000;;7.73;;127'959;61.80;1;;false;;;;;true;Datum;;01.04.2026;80%;0
GLIF;712;Wunstorf, Adolf-Oesterheld-Str. 32;Hamburg;;20000;Büro;1. OG;;1'540;;712.00001;Amazon Deutschland N6 Transport GmbH;01.04.2019;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;0;31.03.2036;4.94;;;;109'574;9'131;;;;12'320;8'980;34.9%;71.15;96.00;69.98;;1'000;;7.79;;10'131;78.94;1;;false;;;;;true;Datum;;01.04.2026;80%;0
GLIF;712;Wunstorf, Adolf-Oesterheld-Str. 32;Hamburg;;50000;Stellplätze;EG;105;;;712.00001;Amazon Deutschland N6 Transport GmbH;01.04.2019;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;0;31.03.2036;;;;;0;0;;;;2'100;0;;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIF;712;Wunstorf, Adolf-Oesterheld-Str. 32;Hamburg;;50100;Freifläche ;EG;;50'000;;712.00001;Amazon Deutschland N6 Transport GmbH;29.03.2021;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;0;31.03.2036;4.94;;;;1'738'614;144'885;;;;35'000;142'490;-75.8%;34.77;8.40;34.20;;1'000;;0.24;;145'885;35.01;1;;false;;;;;true;Datum;;01.04.2026;80%;0
GLIF;712;Wunstorf, Adolf-Oesterheld-Str. 32;Hamburg;;55000;Stellplätze;EG;22;;;712.00001;Amazon Deutschland N6 Transport GmbH;01.04.2019;31.03.2031;;31.03.2031;;;;;60;31.03.2030;31.03.2036;0;31.03.2036;;;;;0;0;;;;880;0;;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
712 - Wunstorf, Wunstorf, Adolf-Oesterheld-Str. 32, Adolf-Oesterheld-Straße 32;;;;;;;;127;76'385;;;;;;;;;;;;;;;;;4.94;;;;3'191'693;265'974;;;;180'736;261'579;-32.0%;41.78;28.39;41.09;;18'000;;2.83;;283'974;44.61;100.00%;;;;;;;;;;;;
GLIF;714;Eggolsheim;Stuttgart;;10000;Halle;EG;;23'480;;714.00004;Amazon SZ Franken GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;;;;0;;2.94;;;;1'405'677;117'140;;;;115'052;114'730;-1.8%;59.87;58.80;58.64;;15'262;0;7.80;0.00;132'402;67.67;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GLIF;714;Eggolsheim;Stuttgart;;11001;Halle;EG;;1'850;;714.00004;Amazon SZ Franken GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;;;;0;;2.94;;;;110'754;9'229;;;;4'995;9'040;-45.9%;59.87;32.40;58.64;;1'203;;7.80;;10'432;67.67;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GLIF;714;Eggolsheim;Stuttgart;;11002;Halle;EG;;831;;714.00004;Amazon SZ Franken GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;;;;0;;2.94;;;;49'749;4'146;;;;2'244;4'061;-45.9%;59.87;32.40;58.64;;540;;7.80;;4'686;67.67;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GLIF;714;Eggolsheim;Stuttgart;;20000;Büro;EG;;1'368;;714.00004;Amazon SZ Franken GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;;;;0;;2.94;;;;111'279;9'273;;;;9'576;9'082;3.3%;81.34;84.00;79.67;;889;;7.80;;10'162;89.14;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GLIF;714;Eggolsheim;Stuttgart;;50000;Stellplätze;EG;140;;;714.00004;Amazon SZ Franken GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;;;;0;;2.94;;;;32'542;2'712;;;;0;2'657;-100.0%;;;;;0;0;;;2'712;;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GLIF;714;Eggolsheim;Stuttgart;;55000;Stellplätze;EG;30;;;714.00004;Amazon SZ Franken GmbH;01.04.2019;31.03.2029;;31.03.2029;;;;;;;;0;;2.94;;;;6'973;581;;;;0;569;-100.0%;;;;;0;0;;;581;;1;;false;;;;;true;Datum;;01.04.2026;100%;0
714 - Eggolsheim, Fährstraße 12;;;;;;;;170;27'529;;;;;;;;;;;;;;;;;2.94;;;;1'716'974;143'081;;;;131'867;140'140;-7.8%;62.37;57.48;61.09;;17'894;0;7.80;0.00;160'975;70.17;100.00%;;;;;;;;;;;;
GLIF;715;Herne - Lindenallee 4;Köln;;10000;Halle;EG;;14'209;;715.00001;Sanacorp Pharmahandel GmbH;03.12.2018;02.12.2028;;02.12.2028;;;;;36;02.12.2027;02.12.2031;1;02.12.2034;2.61;;;;910'424;75'869;;;;81'704;0;7.7%;64.07;69.00;0.00;;2'953;1'118;2.49;0.94;79'939;67.51;1;;false;;;;;true;Datum;;01.12.2026;75%;0
GLIF;715;Herne - Lindenallee 4;Köln;;10100;Halle;EG;;981;;715.00001;Sanacorp Pharmahandel GmbH;03.12.2018;02.12.2028;;02.12.2028;;;;;36;02.12.2027;02.12.2031;1;02.12.2034;2.61;;;;34'927;2'911;;;;2'453;;-15.7%;35.60;30.00;;;204;;2.49;;3'114;38.09;1;;false;;;;;true;Datum;;01.12.2026;75%;0
GLIF;715;Herne - Lindenallee 4;Köln;;20000;Büro;EG;;1'137;;715.00001;Sanacorp Pharmahandel GmbH;03.12.2018;02.12.2028;;02.12.2028;;;;;36;02.12.2027;02.12.2031;1;02.12.2034;2.61;;;;142'241;11'853;;;;10'513;11'695;-11.3%;125.15;111.00;123.48;;236;;2.49;;12'090;127.64;1;;false;;;;;true;Datum;;01.12.2026;75%;0
