Fonds;"Immobilie
Numer";"Immobilie
Bezeichnung";GARBE Niederlassung;;Mieteinheit;Art;Stockwerk;Anzahl Stellplätze;Fläche;;Lease ID;Mietername;Mietbeginn;vereinbartes Vertragsende;Vertragsende (Kündigung);tatsächliches Vertragsende;Sonderkündigung Frist;Sonderkündigung zum;Kündigung Frist;Kündigung zum;Laufzeit Option;Frist Optionsziehung;MV-Ende nach Optionsziehung;Anzahl weiterer Optionen;maximale Mietlaufzeit;WAULT;WAULB;WAULE;;Jahresnettomiete;Nettomiete;Investitionsmiete;Ende mietfreie Zeit;Betrag mietfreie Zeit;Marktmiete;AM-ERV;Potenzial;Nettomiete;Marktmiete;AM-ERV;;NKVZ;NK-Pauschale;NKVZ;NK-Pauschale;Gesamtnettomiete;Gesamtnettomiete;Mieter UST-pflichtig;;proz. Mieterhöhung;Erhöhungs-Prozentsatz;nächste Erhöhung;Erhöhungszyklen;;Indexmieterhöhung;Wertsicherung Art;Schwellwert;Datum;Weitergabe;Green Lease
;;;;;;;;Stück;m²;;;;;;;;;;;;Monate;;;;;Jahre;Jahre;Jahre;;€/Jahr;€/Mt;€/Mt;;€/Mt;€/Mt;€/Mt;%;€/m²/a;€/m²/a;€/m²/a;;€/Mt;€/Mt;€/m²/a;€/m²/a;€/Mt;€/m²/a;;;;;;;;;;;;%;
GLIFPLUSII;1006;Ottendorf;Berlin;;20001;Büro;1. UG;;265;;1006.00001;Splendid Drinks GmbH;01.01.2021;31.08.2029;;31.08.2029;;;;;;;;0;;3.36;;;;54'282;4'524;;;;3'710;3'843;-18.0%;204.84;168.00;174.00;;176;;7.98;;4'700;212.82;1;;false;;;;;true;Schwelle;10.00%;;100%;0
GLIFPLUSII;1006;Ottendorf;Berlin;;20101;Büro;EG;;909;;1006.00001;Splendid Drinks GmbH;01.01.2021;31.08.2029;;31.08.2029;;;;;;;;0;;3.36;;;;186'197;15'516;;;;12'726;13'181;-18.0%;204.84;168.00;174.00;;605;;7.98;;16'121;212.82;1;;false;;;;;true;Schwelle;10.00%;;100%;0
GLIFPLUSII;1006;Ottendorf;Berlin;;50001;Stellplätze;EG;53;;;1006.00001;Splendid Drinks GmbH;01.01.2021;31.08.2029;;31.08.2029;;;;;;;;0;;3.36;;;;19'430;1'619;;;;1'619;1'467;0.0%;;;;;;;;;1'619;;1;;false;;;;;true;Schwelle;10.00%;;100%;0
1006 - Ottendorf-Okrilla, Ottendorf, Bergener Ring 10;;;;;;;;53;8'276;;;;;;;;;;;;;;;;;3.36;;;;645'282;53'773;;;;50'156;50'604;-6.7%;77.97;72.73;73.38;;5'506;;7.98;;59'280;85.95;100.00%;;;;;;;;;;;;
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;11000;Halle;EG;;3'729;;1007.00003;Akar GmbH;01.01.2024;31.12.2033;;31.12.2033;;;;;60;31.12.2032;31.12.2038;1;31.12.2043;7.69;;;;280'973;23'414;;;;22'933;19'950;-2.1%;75.35;73.80;64.20;;9'555;917;30.75;2.95;33'887;109.05;1;;false;;;;;true;Datum;;01.01.2027;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;21000;Büro;EG;;440;;1007.00003;Akar GmbH;01.01.2024;31.12.2033;;31.12.2033;;;;;60;31.12.2032;31.12.2038;1;31.12.2043;7.69;;;;59'312;4'943;;;;4'841;;-2.1%;134.77;132.00;;;1'128;194;30.75;5.28;6'264;170.80;1;;false;;;;;true;Datum;;01.01.2027;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;21100;Empore/Mezzanine;1. OG;;135;;1007.00003;Akar GmbH;01.01.2024;31.12.2033;;31.12.2033;;;;;60;31.12.2032;31.12.2038;1;31.12.2043;7.69;;;;10'202;850;;;;833;;-2.1%;75.35;73.80;;;347;33;30.75;2.95;1'230;109.05;1;;false;;;;;true;Datum;;01.01.2027;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;51000;Stellplätze;EG;15;;;1007.00003;Akar GmbH;01.01.2024;31.12.2033;;31.12.2033;;;;;60;31.12.2032;31.12.2038;1;31.12.2043;7.69;;;;6'433;536;;;;525;;-2.1%;;;;;0;21;;;557;;1;;false;;;;;true;Datum;;01.01.2027;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;90111;Sonstige;;;;;1007.00004;Deutsche Energieunion Norderstedt GmbH & Co. KG;23.12.2025;31.12.2045;;31.12.2045;;;;;;;;0;;19.69;;;;13'020;1'085;;;;;;-100.0%;;;;;0;;;;1'085;;1;;false;;;;;true;;;;;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;51001;Stellplätze;EG;8;;;1007.L0001;LEERSTAND;01.06.2021;;;;;;;;;;;0;;;;;;;;;;;;280;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;12000;Halle;EG;;3'249;;1007.00001;Thermaltake Germany GmbH;01.08.2020;31.07.2030;;31.07.2030;;;;;;;;0;;4.28;;;;260'222;21'685;;;;21'674;20'381;-0.1%;80.08;80.04;75.26;;6'600;;24.37;;28'285;104.45;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;13000;Halle;EG;;1'617;;1007.00001;Thermaltake Germany GmbH;01.08.2020;31.07.2030;;31.07.2030;;;;;;;;0;;4.28;;;;129'523;10'794;;;;10'788;10'144;-0.1%;80.08;80.04;75.26;;3'280;;24.34;;14'074;104.42;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;22000;Büro;EG;;565;;1007.00001;Thermaltake Germany GmbH;01.08.2020;31.07.2030;;31.07.2030;;;;;;;;0;;4.28;;;;69'057;5'755;;;;5'757;5'409;0.0%;122.23;122.28;114.88;;1'150;;24.43;;6'905;146.65;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;22100;Empore/Mezzanine;1. OG;;200;;1007.00001;Thermaltake Germany GmbH;01.08.2020;31.07.2030;;31.07.2030;;;;;;;;0;;4.28;;;;16'048;1'337;;;;1'337;1'257;-0.1%;80.08;80.04;75.26;;410;;24.55;;1'747;104.63;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;23000;Büro;EG;;498;;1007.00001;Thermaltake Germany GmbH;01.08.2020;31.07.2030;;31.07.2030;;;;;;;;0;;4.28;;;;60'841;5'070;;;;5'072;4'765;0.0%;122.23;122.28;114.87;;1'010;;24.35;;6'080;146.58;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;52000;Stellplätze;EG;15;;;1007.00001;Thermaltake Germany GmbH;01.08.2020;31.07.2030;;31.07.2030;;;;;;;;0;;4.28;;;;8'717;726;;;;726;683;0.0%;;;;;0;;;;726;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GLIFPLUSII;1007;Norderstedt - Oststraße 1c;Hamburg;;53000;Stellplätze;EG;10;;;1007.00001;Thermaltake Germany GmbH;01.08.2020;31.07.2030;;31.07.2030;;;;;;;;0;;4.28;;;;5'812;484;;;;484;455;0.0%;;;;;0;;;;484;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
1007 - Norderstedt, Norderstedt - Oststraße 1c, Oststraße 1c;;;;;;;;48;10'434;;;;;;;;;;;;;;;;;5.82;;;;920'160;76'680;;;;74'970;63'324;-2.2%;88.19;86.22;72.83;;23'480;1'165;27.00;1.34;101'325;116.53;100.00%;;;;;;;;;;;;
GLIFPLUSII;1008;Veenendaal, Arsenaal;Amsterdam;;11001;Halle;EG;;25'174;;1008.00001;GXO Logistics Netherlands II BV;01.04.2021;31.10.2029;;31.10.2029;;;;;;;;0;;3.53;;;;1'690'321;140'860;;;;132'161;131'749;-6.2%;67.15;63.00;62.80;;7'000;;3.34;;147'860;70.48;0;;false;;;;;true;Datum;;01.09.2024;100%;0
GLIFPLUSII;1008;Veenendaal, Arsenaal;Amsterdam;;21001;Büro;EG;;757;;1008.00001;GXO Logistics Netherlands II BV;01.04.2021;31.10.2029;;31.10.2029;;;;;;;;0;;;;;;;;;;;8'039;0;-100.0%;;127.44;0.00;;0;;0.00;;0;0.00;0;;false;;;;;true;;;;;0
GLIFPLUSII;1008;Veenendaal, Arsenaal;Amsterdam;;21101;Büro;1. OG;;629;;1008.00001;GXO Logistics Netherlands II BV;01.04.2021;31.10.2029;;31.10.2029;;;;;;;;0;;;;;;;;;;;6'681;0;-100.0%;;127.44;0.00;;0;;0.00;;0;0.00;0;;false;;;;;true;;;;;0
GLIFPLUSII;1008;Veenendaal, Arsenaal;Amsterdam;;31101;Empore/Mezzanine;1. OG;;1'782;;1008.00001;GXO Logistics Netherlands II BV;01.04.2021;31.10.2029;;31.10.2029;;;;;;;;0;;;;;;;;;;;4'526;0;-100.0%;;30.48;0.00;;0;;0.00;;0;0.00;0;;false;;;;;true;;;;;0
GLIFPLUSII;1008;Veenendaal, Arsenaal;Amsterdam;;12001;Halle;EG;;15'809;;1008.00002;PON Logistics B.V.;01.04.2021;31.08.2029;;31.08.2029;;;;;;;;0;;3.36;;;;957'892;79'824;;;;82'995;75'092;4.0%;60.59;63.00;57.00;;2'500;;1.90;;82'324;62.49;0;;false;;;;;true;Datum;;01.09.2024;100%;0
GLIFPLUSII;1008;Veenendaal, Arsenaal;Amsterdam;;22001;Büro;EG;;462;;1008.00002;PON Logistics B.V.;01.04.2021;31.08.2029;;31.08.2029;;;;;;;;0;;;;;;;;;;;4'911;4'430;-100.0%;;127.44;114.96;;0;;0.00;;0;0.00;0;;false;;;;;true;;;;;0
GLIFPLUSII;1008;Veenendaal, Arsenaal;Amsterdam;;32101;Empore/Mezzanine;1. OG;;426;;1008.00002;PON Logistics B.V.;01.04.2021;31.08.2029;;31.08.2029;;;;;;;;0;;;;;;;;;;;1'083;976;-100.0%;;30.48;27.48;;0;;0.00;;0;0.00;0;;false;;;;;true;;;;;0
1008 - Veenendaal, Veenendaal, Arsenaal, Arsenaal 2;;;;;;;;;45'039;;;;;;;;;;;;;;;;;3.46;;;;2'648'214;220'684;;;;240'396;212'247;8.9%;58.80;64.05;56.55;;9'500;;2.53;;230'184;61.33;0.00%;;;;;;;;;;;;
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;91000;Sonstige;;;;;1009.00003;DFMG Deutsche Funkturm GmbH;17.04.2021;31.05.2031;;31.05.2031;;;;;;;;0;;5.11;;;;9'786;815;;;;;815;-100.0%;;;;;0;;;;815;;1;;false;;;;;true;Schwelle;10.00%;;100%;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;21002;Büro;EG;;1'611;;1009.L0001;LEERSTAND;01.12.2024;;;;;;;;;;;0;;;;;;;;;;;12'083;5'443;-100.0%;;90.00;40.54;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;31001;Büro;EG;;773;;1009.L0001;LEERSTAND;01.12.2024;;;;;;;;;;;0;;;;;;;;;;;5'798;2'664;-100.0%;;90.00;41.36;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;31002;Sonstige;EG;;494;;1009.L0001;LEERSTAND;01.12.2024;;;;;;;;;;;0;;;;;;;;;;;3'705;6'155;-100.0%;;90.00;149.51;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;51002;Stellplätze;EG;56;;;1009.L0001;LEERSTAND;01.12.2024;;;;;;;;;;;0;;;;;;;;;;;74;840;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;21000;Büro;EG;;144;;1009.00002;MicroVision GmbH;17.04.2021;30.11.2026;;30.11.2026;;;;;;;;0;;0.61;;;;16'762;1'397;;;;677;1'080;-51.5%;116.40;56.40;90.00;;360;;30.00;;1'757;146.40;1;;false;;;;;true;Schwelle;1'500.00%;;100%;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;51001;Stellplätze;EG;4;;;1009.00002;MicroVision GmbH;17.04.2021;30.11.2026;;30.11.2026;;;;;;;;0;;0.61;;;;1'440;120;;;;5;60;-95.6%;;;;;0;;;;120;;1;;false;;;;;true;Schwelle;1'500.00%;;100%;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;11000;Halle;EG;;7'176;;1009.00001;SoBuy Commercial GmbH;17.04.2021;31.12.2028;;31.12.2028;;;;;;;;0;;2.69;;;;456'379;38'032;;;;38'033;35'909;0.0%;63.60;63.60;60.05;;19'250;570;32.19;0.95;57'852;96.74;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;21001;Büro;EG;;202;;1009.00001;SoBuy Commercial GmbH;01.08.2019;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;0;0;;;;949;0;;0.00;56.40;0.00;;0;0;0.00;0.00;0;0.00;1;;false;;;;;true;;;;;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;31000;Büro;EG;;384;;1009.00001;SoBuy Commercial GmbH;17.04.2021;31.12.2028;;31.12.2028;;;;;;;;0;;2.69;;;;24'422;2'035;;;;1'805;2'172;-11.3%;63.60;56.40;67.87;;0;31;0.00;0.95;2'066;64.55;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;41000;Empore/Mezzanine;EG;;2'218;;1009.00001;SoBuy Commercial GmbH;17.04.2021;31.12.2028;;31.12.2028;;;;;;;;0;;2.69;;;;141'060;11'755;;;;11'755;11'099;0.0%;63.60;63.60;60.05;;0;176;0.00;0.95;11'931;64.55;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GLIFPLUSII;1009;Hamburg - Neuer Höltigbaum 6;Hamburg;;51000;Stellplätze;EG;30;;;1009.00001;SoBuy Commercial GmbH;17.04.2021;31.12.2028;;31.12.2028;;;;;;;;0;;;;;;0;0;;;;40;0;;;;;;0;0;;;0;;1;;false;;;;;true;;;;;0
1009 - Hamburg, Hamburg - Neuer Höltigbaum 6, Neuer Höltigbaum 6;;;;;;;;90;13'002;;;;;;;;;;;;;;;;;2.67;;;;649'848;54'154;;;;74'924;66'237;38.4%;49.98;69.15;61.13;;19'610;777;18.10;0.72;74'541;68.80;100.00%;;;;;;;;;;;;
MATTERHORN;101;Kempen;Köln;;10100;Halle;EG;;21'856;;101.00002;Amazon Deutschland W7 Transport GmbH;03.06.2019;31.08.2029;;31.08.2029;;;;;60;02.06.2028;02.06.2034;1;31.08.2034;3.36;;;;3'048'648;254'054;;;;;;-100.0%;139.49;;;;20'333;;11.16;;274'387;150.65;1;;false;;;;;true;Datum;;01.09.2026;80%;0
MATTERHORN;101;Kempen;Köln;;20100;Büro;EG;;539;;101.00002;Amazon Deutschland W7 Transport GmbH;03.06.2019;31.08.2029;;31.08.2029;;;;;60;02.06.2028;02.06.2034;1;31.08.2034;3.36;;;;63'817;5'318;;;;;;-100.0%;118.44;;;;500;;11.14;;5'818;129.58;1;;false;;;;;true;Datum;;01.09.2026;80%;0
MATTERHORN;101;Kempen;Köln;;50000;Stellplätze;EG;168;;;101.00002;Amazon Deutschland W7 Transport GmbH;03.06.2019;31.08.2029;;31.08.2029;;;;;60;02.06.2028;02.06.2034;1;31.08.2034;;;;;0;0;;;;;;-100.0%;;;;;0;0;;;0;;1;;false;;;;;true;;;;;0
101 - Kempen, Industriering-Ost 93;;;;;;;;168;22'395;;;;;;;;;;;;;;;;;3.36;;;;3'112'465;259'372;;;;;;-100.0%;138.98;;;;20'833;0;11.16;0.00;280'205;150.14;100.00%;;;;;;;;;;;;
GLIFPLUSII;1010;Bisingen;Stuttgart;;10000;Halle;EG;;4'587;;1010.00001;Oerlikon Balzers Coating Germany GmbH;01.01.2022;31.03.2040;;31.03.2040;;;;;60;31.03.2039;31.03.2045;1;31.03.2050;13.94;;;;790'005;65'834;;;;36'696;62'520;-44.3%;172.23;96.00;163.56;;4'449;;11.64;;70'283;183.87;1;;false;;;;;true;Schwelle;5.00%;;100%;0
GLIFPLUSII;1010;Bisingen;Stuttgart;;10003;Halle;EG;;123;;1010.00001;Oerlikon Balzers Coating Germany GmbH;01.01.2022;31.03.2040;;31.03.2040;;;;;60;31.03.2039;31.03.2045;1;31.03.2050;13.94;;;;21'222;1'768;;;;984;1'679;-44.4%;172.53;96.00;163.85;;119;;11.64;;1'888;184.17;1;;false;;;;;true;Schwelle;5.00%;;100%;0
GLIFPLUSII;1010;Bisingen;Stuttgart;;10004;Halle;EG;;71;;1010.00001;Oerlikon Balzers Coating Germany GmbH;01.01.2022;31.03.2040;;31.03.2040;;;;;60;31.03.2039;31.03.2045;1;31.03.2050;13.94;;;;12'227;1'019;;;;568;968;-44.3%;172.21;96.00;163.54;;69;;11.64;;1'088;183.85;1;;false;;;;;true;Schwelle;5.00%;;100%;0
GLIFPLUSII;1010;Bisingen;Stuttgart;;20000;Büro;1. OG;;597;;1010.00001;Oerlikon Balzers Coating Germany GmbH;01.01.2022;31.03.2040;;31.03.2040;;;;;60;31.03.2039;31.03.2045;1;31.03.2050;13.94;;;;102'884;8'574;;;;7'164;8'142;-16.4%;172.34;144.00;163.66;;579;;11.64;;9'153;183.98;1;;false;;;;;true;Schwelle;5.00%;;100%;0
GLIFPLUSII;1010;Bisingen;Stuttgart;;20001;Büro;EG;;1'329;;1010.00001;Oerlikon Balzers Coating Germany GmbH;01.01.2022;31.03.2040;;31.03.2040;;;;;60;31.03.2039;31.03.2045;1;31.03.2050;13.94;;;;228'905;19'075;;;;15'948;18'115;-16.4%;172.24;144.00;163.57;;1'289;;11.64;;20'365;183.88;1;;false;;;;;true;Schwelle;5.00%;;100%;0
GLIFPLUSII;1010;Bisingen;Stuttgart;;50000;Stellplätze;EG;77;;;1010.00001;Oerlikon Balzers Coating Germany GmbH;01.01.2022;31.03.2040;;31.03.2040;;;;;60;31.03.2039;31.03.2045;1;31.03.2050;;;;;;;;;;1'925;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GLIFPLUSII;1010;Bisingen;Stuttgart;;70000;Sonstige;EG;;2'882;;1010.00001;Oerlikon Balzers Coating Germany GmbH;01.01.2022;31.03.2040;;31.03.2040;;;;;60;31.03.2039;31.03.2045;1;31.03.2050;;;;;;;;;;0;0;-100.0%;;0.00;0.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIFPLUSII;1010;Bisingen;Stuttgart;;70001;Sonstige;EG;;359;;1010.00001;Oerlikon Balzers Coating Germany GmbH;01.01.2022;31.03.2040;;31.03.2040;;;;;60;31.03.2039;31.03.2045;1;31.03.2050;;;;;;;;;;0;0;-100.0%;;0.00;0.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
1010 - Bisingen, Conrad-Röntgen-Straße 4;;;;;;;;77;9'948;;;;;;;;;;;;;;;;;13.94;;;;1'155'242;96'270;;;;63'285;91'425;-34.3%;116.13;76.34;110.28;;6'506;;7.85;;102'776;123.98;100.00%;;;;;;;;;;;;
GLIFPLUSII;1011;Neustadt an der Donau;Frankfurt;;10000;Halle;EG;;23'516;;1011.00001;Yanfeng International Automotive Technology Germany s.r.o. &;19.02.2022;30.06.2031;;30.06.2031;;;;;60;31.05.2031;30.06.2036;0;30.06.2036;5.19;;;;547'149;45'596;;;;111'466;45'596;144.5%;23.27;56.88;23.27;;0;866;0.00;0.44;46'462;23.71;1;;false;;;;;true;;;;;0
GLIFPLUSII;1011;Neustadt an der Donau;Frankfurt;;10001;Halle;EG;;3'310;;1011.00001;Yanfeng International Automotive Technology Germany s.r.o. &;19.02.2022;30.06.2031;;30.06.2031;;;;;60;31.05.2031;30.06.2036;0;30.06.2036;5.19;;;;77'014;6'418;;;;6'984;6'418;8.8%;23.27;25.32;23.27;;0;122;0.00;0.44;6'540;23.71;1;;false;;;;;true;;;;;0
GLIFPLUSII;1011;Neustadt an der Donau;Frankfurt;;20000;Büro;EG;;2'720;;1011.00001;Yanfeng International Automotive Technology Germany s.r.o. &;19.02.2022;30.06.2031;;30.06.2031;;;;;60;31.05.2031;30.06.2036;0;30.06.2036;5.19;;;;63'286;5'274;;;;17'082;5'274;223.9%;23.27;75.36;23.27;;0;100;0.00;0.44;5'374;23.71;1;;false;;;;;true;;;;;0
GLIFPLUSII;1011;Neustadt an der Donau;Frankfurt;;50000;Stellplätze;EG;197;;;1011.00001;Yanfeng International Automotive Technology Germany s.r.o. &;19.02.2022;30.06.2031;;30.06.2031;;;;;60;31.05.2031;30.06.2036;0;30.06.2036;;;;;;;;;;;0;-100.0%;;;;;;;;;;;1;;false;;;;;true;;;;;0
1011 - Neustadt an der Donau, Raffineriestraße 1;;;;;;;;197;29'546;;;;;;;;;;;;;;;;;5.19;;;;687'449;57'287;;;;135'532;57'287;136.6%;23.27;55.05;23.27;;0;1'088;0.00;0.44;58'376;23.71;100.00%;;;;;;;;;;;;
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;11003;Halle;EG;;11'032;;1012.00001;BCT Treehub B.V.;01.10.2021;31.01.2037;;31.01.2037;;;;;0;31.01.2036;;0;;10.78;;;;667'533;55'628;;;;60'676;53'836;9.1%;60.51;66.00;58.56;;3'807;;4.14;;59'435;64.65;0;;false;;;;;true;Datum;;01.06.2025;100%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;11004;Halle;EG;;8'722;;1012.00001;BCT Treehub B.V.;01.10.2021;31.01.2037;;31.01.2037;;;;;0;31.01.2036;;0;;10.78;;;;526'161;43'847;;;;47'971;42'563;9.4%;60.33;66.00;58.56;;3'010;;4.14;;46'857;64.47;0;;false;;;;;true;Datum;;01.06.2025;100%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;21005;Büro;EG;;250;;1012.00001;BCT Treehub B.V.;01.10.2021;31.01.2037;;31.01.2037;;;;;0;31.01.2036;;0;;10.78;;;;34'042;2'837;;;;2'963;2'858;4.4%;136.17;142.20;137.16;;86;;4.14;;2'923;140.31;0;;false;;;;;true;Datum;;01.06.2025;100%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;21007;Büro;EG;;251;;1012.00001;BCT Treehub B.V.;01.10.2021;31.01.2037;;31.01.2037;;;;;0;31.01.2036;;0;;10.78;;;;36'928;3'077;;;;2'974;2'869;-3.3%;147.12;142.20;137.16;;87;;4.14;;3'164;151.27;0;;false;;;;;true;Datum;;01.06.2025;100%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;21106;Büro;1. OG;;314;;1012.00001;BCT Treehub B.V.;01.10.2021;31.01.2037;;31.01.2037;;;;;0;31.01.2036;;0;;10.78;;;;42'757;3'563;;;;3'721;3'454;4.4%;136.17;142.20;132.00;;108;;4.14;;3'671;140.31;0;;false;;;;;true;Datum;;01.06.2025;100%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;21108;Büro;1. OG;;271;;1012.00001;BCT Treehub B.V.;01.10.2021;31.01.2037;;31.01.2037;;;;;0;31.01.2036;;0;;10.78;;;;39'871;3'323;;;;3'211;3'098;-3.3%;147.12;142.20;137.16;;94;;4.14;;3'416;151.27;0;;false;;;;;true;Datum;;01.06.2025;100%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;31103;Empore/Mezzanine;1. OG;;1'089;;1012.00001;BCT Treehub B.V.;01.10.2021;31.01.2037;;31.01.2037;;;;;0;31.01.2036;;0;;10.78;;;;38'583;3'215;;;;3'213;3'104;-0.1%;35.43;35.40;34.20;;376;;4.14;;3'591;39.57;0;;false;;;;;true;Datum;;01.06.2025;100%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;31104;Empore/Mezzanine;1. OG;;1'254;;1012.00001;BCT Treehub B.V.;01.10.2021;31.01.2037;;31.01.2037;;;;;0;31.01.2036;;0;;10.78;;;;44'079;3'673;;;;3'699;3'574;0.7%;35.15;35.40;34.20;;433;;4.14;;4'106;39.29;0;;false;;;;;true;Datum;;01.06.2025;100%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;50001;Stellplätze;EG;73;;;1012.00001;BCT Treehub B.V.;01.01.2021;;;;;;;;0;31.01.2036;;0;;;;;;;;;;;;0;-100.0%;;;;;0;;;;0;;0;;false;;;;;true;;;;;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;90002;Sonstige;;;;;1012.00003;Eneco Solar B.V.;22.01.2023;21.01.2039;;21.01.2039;;;;;;;;0;;12.75;;;;135'922;11'327;;;;;;-100.0%;;;;;;;;;11'327;;0;;false;;;;;true;;;;;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;90001;Sonstige;EG;;56;;1012.L0001;LEERSTAND;01.01.2022;;;;;;;;;;;0;;;;;;;;;;;;0;-100.0%;;;0.00;;0;;0.00;;0;0.00;0;;false;;;;;true;;;;;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;11001;Halle;EG;;21'642;;1012.00002;Lidl Logistics B.V.;19.04.2022;18.08.2027;;18.08.2027;18.08.2026;18.08.2027;;;72;18.08.2026;18.08.2033;0;18.08.2033;1.33;;;;1'331'527;110'961;;30.06.2026;-110'961;119'031;108'426;7.3%;61.53;66.00;60.12;;7'613;;4.22;;118'574;65.75;0;;false;;;;;true;Datum;;01.12.2025;0%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;11002;Halle;EG;;21'407;;1012.00002;Lidl Logistics B.V.;19.04.2022;18.08.2027;;18.08.2027;18.08.2026;18.08.2027;;;72;18.08.2026;18.08.2033;0;18.08.2033;1.33;;;;1'317'247;109'771;;30.06.2026;-109'771;117'739;107'249;7.3%;61.53;66.00;60.12;;6'019;;3.37;;115'790;64.91;0;;false;;;;;true;Datum;;01.12.2025;0%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;21001;Büro;EG;;250;;1012.00002;Lidl Logistics B.V.;19.04.2022;18.08.2027;;18.08.2027;18.08.2026;18.08.2027;;;72;18.08.2026;18.08.2033;0;18.08.2033;1.33;;;;34'208;2'851;;30.06.2026;-2'851;2'963;3'043;3.9%;136.83;142.20;146.04;;173;;8.28;;3'023;145.11;0;;false;;;;;true;Datum;;01.12.2025;0%;0
GLIFPLUSII;1012;Rijsbergen, Treeport;Amsterdam;;21003;Büro;EG;;250;;1012.00002;Lidl Logistics B.V.;19.04.2022;18.08.2027;;18.08.2027;18.08.2026;18.08.2027;;;72;18.08.2026;18.08.2033;0;18.08.2033;1.33;;;;34'205;2'850;;30.06.2026;-2'850;2'963;3'043;3.9%;136.82;142.20;146.04;;173;;8.32;;3'024;145.14;0;;false;;;;;true;Datum;;01.12.2025;0%;0
